name,address,phone,type,delivery_route,beat_name,team_id
"JIYA MEDICOSE","CHANDAN NAGAR, NEXT TO GRACE BEAUTY COLLECTION","+919756349184","General Trade","RACE COURSE","RACE COURSE",MA
"BHAGWATI MEDICAL","GANDHI GARAM, GANDHI GARAM","+919410103959","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"PARAS DAIRY","KARGI ROAD, KARGI ROAD","+917302470734","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"ROSHAN GEN STORE","UTTARKASHI, UTTARKASHI","+919927559488","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"GUPTA PRO STORE","HANUMAN CHOWK, HANUMAN CHOWK","+919837307351","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"THE GROCER STORE","DHARAMPUR, JAY KAY HOSPITALITY SERVICES","+919897165377","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"NEGI TRADERS","RAJIV NAGAR, RAJEEV NAGAR","+918958836894","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"AMBAY BEAUTY PARLOUR","KEDARPURAM, KEDARPURAM","+919761664392","General Trade","Unassigned","Unassigned",MA
"ROZAANA","IT PARK, IT PARK","+917300836504","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"SANJAY MEDICAL","DARSHANI GATE, BABU GANJ","+919411312384","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"OM MEDICAL","KEDARPURAM, NEAR TRILOK MEDICAL","","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"NARESH STORE","NESHVILLA ROAD, NESHVILLA ROAD","+917895433999","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"JANTA MEDICAL","RAIPUR, RAIPUR","+919760925336","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"PURAN PROV STORE","RAIPUR, RAIPUR CHOWK","+919897885678","General Trade","RAIPUR","RAIPUR",MA
"BHAGIRATHI MEDICAL","RAIPUR, RAIPUR","+919458927545","General Trade","RAIPUR","RAIPUR",MA
"MEDICINE HUB","LADPUR, RAIPUR ROAD","+919808185558","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"AAYUSH COSMETICS","RISHI VIHAR, NEXT TO DWARIKA STORE","+918755813508","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"GANDHI STORE","CANAL ROAD, CANAL ROAD","+917055569414","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"GROWELL PHARMACY","NIRANJANPUR, INDIRA MARG","+918957178740","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"LIFE CARE MEDICAL","BRAHMPURI, BRAHMPURI","+919675629501","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"A TO Z STORE","BRAHMPURI, BRAHMPURI","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"JEPAA GEN STORE","SEWLA KALA, NEAR KARTIK MEDICAL","+919557223322","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"VINOD PROVISION","CHANDRABANI ROAD, OPPOSITE RAJ MEDICAL","+917456063268","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"CUTE & CLASSIC","SEWLA KALA, NEAR VINOD PRO STORE","+919368197019","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"MOHINI SALES","KOTWALI, PALTAN BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"SHREE LAXMI COLLECTION","RING ROAD, ALAKNANDA ENCLAVE","+917017428277","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"SHRINGAR COSMETICS","KEDARPURAM, KEDARPURAM","","General Trade","Unassigned","Unassigned",MA
"SIDHIQUI COSMETICS","DEHRAKHAS, DEHRAKHAS","+917017834154","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"RISHI DAIRY","SD ROAD, OPP NEGI AATA CHAKI","+918630443366","General Trade","SD ROAD","SD ROAD",MA
"OM MEDICAL","LOVELY MARKET, LOVELY MARKET","+919639466020","General Trade","PANDITVARI","PANDITVARI",MA
"GAURI SHANKER KISHORI LAL","PANDITV, PANDITVARI","+919412915269","General Trade","PANDITVARI","PANDITVARI",MA
"NATRAJ WHOLESALE & RETAIL","KHURBUA, KHURABURA","+918126116211","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"A K MEDICOS","SEWLA KALA, SEWLA KALA","+917351082599","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"NEHA COSMETICS","SEWLA KALA, NEARBY BIRLA DEPT","+917983235240","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"RASHAN PLANET","DEHRA KHAS, DEHRA KHAS","+918755011167","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"DWARIKA STORE","VAN VIHAR, VAN VIHAR","+918218467564","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"CHANDAR GEN STORE","CHAKRATA ROAD, CHAKRATA ROAD","+917983027753","General Trade","PANDITVARI","PANDITVARI",MA
"TIWARI GEN STORE","HARRAWALA, HARRAWALA","+918958308128","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"GOYAL STORE","NEHRU COLONY, NEAR SURYA MEDICAL","+919997734811","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"MANJU PROV STORE","SD ROAD, DAUGHTER STATIONARY KE OPP ROAD PE, BILL TO SATVIK MEGA MART","+919084441849","General Trade","SD ROAD","SD ROAD",MA
"DEV BHOOMI GROCERY STORE","RAIPUR, RAIPUR","+919557406261","General Trade","RAIPUR","RAIPUR",MA
"HARDIK TRADING COMPANY","MOCHI GALI, MOCHHI GALI HANUMAN CHOWK","+919412412777","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"BALAJI COSMETICS","SAHARANPUR CHOWK, OPP NEERAJ SWEETS","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"ROHIT TRADERS","DHARAMPUR, DHARAMPUR","+919675717407","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"OM MEDICAL STORE","RING ROAD, RING ROAD","+917060192714","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"THE VILLAGE STORE","RING ROAD, RING ROAD","+918851642347","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"GANPATI MEDICAL","GMS ROAD, SAI LOK GMS ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"OM ASSOCIATES","KARGI, KARGI","+919411340606","General Trade","KARGI","KARGI",MA
"SANJEEVAN MEDICAL STORE","KEDARPUR, KEDARPURAM","+919458343590","General Trade","Unassigned","Unassigned",MA
"CHAUDHARY MEDICOS","RAJPUR ROAD, OPP FRESH MART","+919319114401","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"TIRUPATI MART","KARGI CHOWK, BENGALI KOTHI CHOWK","+917053753206","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"DAY 2 DAY NEEDS","KARANPUR, KARANPUR","+919899365352","General Trade","KARANPUR","KARANPUR",MA
"SHOP & SAVE SUPERMARKET","SD ROAD, NEAR SHOP STATION","+919359903939","General Trade","SD ROAD","SD ROAD",MA
"MANYA GIFT COLLECTION","KUMAR MANDI, KUMAR MANDI","+919897325026","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"KRISHAN GENERAL STORE","KEDARPURAM, MDDA COMPLEX KEDARPURAM","+919897351954","General Trade","Unassigned","Unassigned",MA
"PINK MEDICOS","JOGGIWALA, JOGGIWALA","+917983568261","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"KAMLESH PRO STORE","RAJEEV NAGAR, RAJEEV NAGAR","+919760487288","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"JAISWAL PRO STORE","DHARAMPUR, DHARAMPUR","","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"GIRI MEDICOS","RAIPUR, RAIPUR","+919412318873","General Trade","RAIPUR","RAIPUR",MA
"HIMALAYAN PROV STORE","CHUKUMOHALLA, OPP GURU NANANK SCHOOL","+919997070447","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"DAILY BUY","GMS ROAD, GMS ROAD","+918449764937","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"FAKIRCHAND KISHAN CHAND","KANWALI ROAD","","General Trade","Unassigned","Unassigned",MA
"SANTUSTI SUPERVALUE STORE","TUNWALA, TUNWALA","+918126792614","General Trade","ZNPA","ZNPA",MA
"M S SAVITA ASWAL","RING ROAD, RING ROAD","+919997467435","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"ANAND PRO STORE","KANDOLI, KANDOLI","+918171649940","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"DOON STORE","KANDOLI, KANDOLI","+917505823305","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"ARUN GEN STORE","KANDOLI, CANAL ROAD","+916390850521","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"GANPATI MEDICAL","DEHRA KHAS, DEHRA KHAS","+919355707644","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"ANMOL STORE","ANMOL MARKET, ANMOL MARKET","+919897865600","General Trade","PANDITVARI","PANDITVARI",MA
"KRISHNA STORE","KARANPUR, MAANSINGHWALA DBS COLLEGE ROAD","+919897318201","General Trade","KARANPUR","KARANPUR",MA
"LIFE LINE CHEMIST","MAJRA, NEGI SWEETS VALI GALI MEIN ANDER","+918392961734","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"AMAN MEDICOS","SEEMA DWAR, SEEMA DWAR","+917017857698","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"ADASHI HEALTH CARE","CHANDERBANI, CHANDERBANI WILDLIFE ROAD","+918410181019","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SABA FASHION","PALTAN BAZAR, OPP GANDHI SCHOOL DISPENSARY ROAD","+919997286550","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"SHIV DAIRY CONFECTIONARY","PARK RD, PARK ROAD DHOBHI CHOWK","+919990556393","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"ASHOK GEN STORE","NESHVILLA ROAD, NESHVILLA ROAD","+919897117127","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"JAIN PROV. STORE","TURNER ROAD, TURNER ROAD","+916397708267","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"NEELAM COSMETICS","SEWLA KALA, SEWLA KALAN","+918700246431","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"POOJA COSMETICS","SEWLA KALA, NEAR DIAMOND COSMETICS","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SHIVAM STORE","KOTWALI, KOTWALI PALTAN","+918126010330","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SHREE KRISHNA MEDICAL","RISPINA PUL, RISPINA PULL","+916398915279","General Trade","Unassigned","Unassigned",MA
"SHAMBHU DAIRY","KEDARPURAM, KEDARPURAM","+918218722423","General Trade","Unassigned","Unassigned",MA
"LAXMI MEDICOS AGENCY","MANDI, MANDI","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"SHREE GURU KRIPA","GURU RD, PATEL NAGAR","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"RAWAT MEDICAL","JOGGIWALA, BEFORE SR TRADERS","+918979197745","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"VIJAY LAXMI DEPT","RAJEEV NAGAR, OLD EXPIRY KI MAIL COMPANY KO KAREG, AAENGE","+919720336622","General Trade","Unassigned","Unassigned",MA
"DEEPAK GEN STORE","CHANDARBANI, CHANDARBANI","+918445507287","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"VAISHNO MEDICOS","CHANDARBANI, CHANDARBANI","+919897747258","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"VERMA GEN STORE","ITBP ROAD, NEAR ITBP GATE","+919760312887","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"ANSHI COSMETICS","RISHI VIHAR, RISHI VIHAR","+918077585447","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"BASMENT STORE","KANDOLI, KANDOLI","+918126126083","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"GOYAL MEDICAL STORE","GOVIND GARH, GOVIND GARH","+919412936861","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"LAXMI GEN STORE","LOVELY MARKET, LOVELY MARKET","","General Trade","PANDITVARI","PANDITVARI",MA
"PUSHPA GEN STORE","PREMNAGAR, PREMNAGAR","+919557160860","General Trade","PREM NAGAR","PREM NAGAR",MA
"DURGA MEDICOS","PREMNAGAR, PREMNAGAR","+918476005307","General Trade","PREM NAGAR","PREM NAGAR",MA
"FIRST PHARMACY","ST JUDES CHOWK, ST. JUDES CHOWK","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"ADORE YOURSELF","BANSAL HOME, NEARBY KANISHK PROVISION","+918171751158","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SANJAY GENERAL STORE","CHANDAN NAGA, CHANDAN NAGAR","+917983994522","General Trade","RACE COURSE","RACE COURSE",MA
"KRISHNA DAIRY","CHAKRATA ROAD, CHAKRATA ROAD","","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"DAYAL CHAND ANIL KUMAR","SRIMAL, SRIMAL BAZAR","+919837525900","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"CARE FIRST PHARMACY","BHANDARI BAGH, BHANDARI BAGH","+917668013754","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"KHUSHI PROV STORE","SD ROAD, NEAR SHOP STATION","+919759614170","General Trade","SD ROAD","SD ROAD",MA
"SHRAVYA COSMETICS","RAIPUR, RAIPUR","+918449894972","General Trade","RAIPUR","RAIPUR",MA
"SAFAL PROVISION STORE","NIRANJANPUR, CHAKKI CHOWK","+919808003344","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"BHANDARI PHARMACY","SEWLA KALA, SEWLA KALA, PAISE BHI BAHUT LATE HAI","+919639008987","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"REMO COSMETICS","SEWLA KALA, SEWLA KALA","+917818862658","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SURENDER GEN STORE","HANUMAN CHOWK, HANUMAN CHOWK","+919997466132","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"DS RAWAT GENERAL STORE","ITBP ROAD, NEAR HOME NEEDS STORE","+919917865140","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"MEDBAY PHARMACY","SHIMLA BYPASS RD, SHIMLA BYPASS ROAD","+919528984035","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"CHAUHAN MEDICAL","KARGI, KARGI","+919999165508","General Trade","ZNPA","ZNPA",MA
"KAVYA GENERAL STORE","DHARAMPUR, OPP HANUMAN MANDIR","+918449660129","General Trade","RACE COURSE","RACE COURSE",MA
"JOSHI MEDICOSE","TYAGI ROAD, NEAR TOP CHOOSE GIFT CENTRE, 1.30 PM TO 4.30 PM CLOSES","+918006951404","General Trade","RACE COURSE","RACE COURSE",MA
"SHANVI CHEMIST","RAJENDRA NAGAR, OPP ADARSH BAKERS RAJENDRA NAGAR","+918439001136","General Trade","PANDITVARI","PANDITVARI",MA
"BLUE STAR PAPER PRODUCTS","RJNAGAR, RAJENDER NAGAR","+916399253258","General Trade","PANDITVARI","PANDITVARI",MA
"GOLDEN GENERAL STORE","SEWALA KALA, SEWLA KALA","+919358537225","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"HEENA KANGAN STORE","SAHARANPUR CH., SAHARANPUR CHOWK","","General Trade","Unassigned","Unassigned",MA
"CHIMSEE GENERAL STORE","CHANDAN, CHANDAN NAGAR","+916396321391","General Trade","RACE COURSE","RACE COURSE",MA
"GUPTA PROV STORE","KHURBHURA, KHURBHURA","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"MAMTA MEDICOS","KHURBHURA, KHURBHURA","","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"DELHI COSMETIC","KHURBHURA, KHURBHURA","+919760775328","General Trade","CHAKRATA ROAD","CHAKRATA ROAD",MA
"JAISWAL FRESH","DHARAMPUR, DHARAMPUR","+919997666957","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"DOON MEDICAL","DHARAMPUR, NEAR CHAUHAN DEPT.","+919358869709","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"ANAND STORE- ITBP ROAD","ITBP ROAD","+919634580852","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"MAHA LAXMI MEDICAL","TELPUR CHOWK, TELPUR CHOWK","+918449756188","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"PANWAR TRADERS","CANAL ROAD, URBAN FRESH","+919897532101","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"GULATI PRO STORE","PREMNAGAR, SABJI MANDI","+919027849054","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SWASTIK MEDICOS","POOJA VIHAR, NEAR ADVIK STORE","+919719363936","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"MY CARE MEDICAL","SUBHASH NAGAR, NEAR SHAKTI MEDICOS","+919389455844","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"NEW DOON BANGLE STORE","DHAMAWALA, DHAMAWALA","+918057001080","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"PANKHURI BOUTIQUE","KANDOLI, KANDOLI","+919870720543","General Trade","Unassigned","Unassigned",MA
"UNIYAL GEN STORE","DEHRA KHAS, DEHRA KHAS","+919411746280","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"GURU KRIPA MEDICOS","DEHRA KHAS, DEHRA KHAS","+917830972557","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"AAROGYA MEDICOS","KARGI CHOWK, KARGI CHOWK","+918979058593","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"ASIAN PHARMACY","NIMBUWALA, SHRINGAR COSMETIC ROAD","+917019791713","General Trade","KAULAGARH","KAULAGARH",MA
"MEDHUB PHARMACY","DAKRA, DAKRA","+917310622104","General Trade","KAULAGARH","KAULAGARH",MA
"PASHUPATI DEPT STORE","KARGI, OPPP RANA DEPT TEA STATE","+918077768853","General Trade","KARGI","KARGI",MA
"GANGA PROVISION STORE","REST CAMP, REST CAMP","+919634464955","General Trade","RACE COURSE","RACE COURSE",MA
"CHAMOLI DAIRY","HARIDWAR ROAD   HRR, EKTA VIHAR","+917252801726","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"VANDANA COSMETICS","DAKRA, DAKRA","+918192927184","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"MAYA COSMETICS -DAKRA","DAKRA","","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"EZAAZUDIN PROCISION STORE","MAZRA, MAZRA","+917055522745","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"MAHIMA PROVISION STORE","BRAHMPURI, BRAHMPURI","+919897292309","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"RAKHI COSMETIC","KEDARPURAM, NEAR BAJAJ TRADERS","+918057730148","General Trade","Unassigned","Unassigned",MA
"SEMWAL STORE","KEDARPURAM, KEDARPURAM","","General Trade","Unassigned","Unassigned",MA
"A N GENERAL STORE","RACE COURSE, NEAR NEW BEAUTY COLLECTION","","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SUVIDHA STORE","CANAL ROAD, CANAL ROAD","+919837600987","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"CHAUHAN & SONS","NIMBUWALA, NEAR NITIN GEN STORE NIMBUWALA","+917466088354","General Trade","KAULAGARH","KAULAGARH",MA
"RR MEDICOS","NIMBUWALA, NIBUWALA","+919760153751","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"TARA COSMETICS","KAULAGARH, NEAR RAVI MEDICOS","+918433270298","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"OLD LIFE LONG MEDICARE","RISHI VIHA, NEAR RR COSMETICS","+919368883982","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"LAXMI PHARMACY","BELL ROAD, BELL ROAD","+918006568268","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SHREE BALAJI STORE","BELL ROAD, BELL ROAD","+916395822186","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"SHREE RAM PHARMACY","SEWLA KALA, SEWLA KALA","+917906942682","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"UK 12 STORE","SEWLA KALA, NEAR BANSAL HOME","+918433106368","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"KUMAR STORE","KAULAGARH, KAULAGARH","+918077248029","General Trade","KAULAGARH","KAULAGARH",MA
"SHREE BALAJI MEDICAL","GMS ROAD, NEAR CITY MEDICAL","+919761201918","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SHIV GARMENTS","SEWLA KALA, NEAR KANISH PROV","+919528704066","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"CITY MEDICAL STORE","GMS ROAD, NEAR INDIAN OIL PETROL PUMP","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"NEW MOTHER DAIRY","BALLIWALA, NEAR KALINDI ENCLAVE","+919045007732","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"RANA BAKERY","ANURAG CHOWK, ANURAG CHOWK","+918126729673","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"TASHU STORE","MEHUWALA, NEAR BALAJI STORE","+917456014141","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"AGGARWAL STORE","ITBP ROAD, ITBP ROAD","+918218900471","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"BALAJI STORE & TRADERS","SARV SUVIDHA PANDITVARI","+917520759157","General Trade","PANDITVARI","PANDITVARI",MA
"SARASWATI MEDICAL","KARGI ROAD, NEAR HINDWAN DEPT STORE","+919997256962","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"KAMBOJ STORES","KARANPUR, ASHOK PROVISION STORE NALAPANI ROAD","+917895661188","General Trade","KARANPUR","KARANPUR",MA
"SHREE BALAJI COSMETIC","RAIPUR, NEW RAIPUR MEDICAL STORE","+918791924411","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SETHI PROV STORE","VASANT VIHAR, NEAR SUVIDHA VASANT VIHAR GODOWN","+919411512557","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"NARAYAN LAL SUPERMARKET","DAKRA, OPP RAJEEV TRADING","+919897829870","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"AAROGYA MEDICOS","TURNER ROAD, TURNER ROAD","+917983727632","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"MONIKA COSMETIC","HARBANSWALA, TAILPUR CHOKW","+918192808249","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"DELHI MAKEUP STUDIO","BRAHMPURI, NEAR SHIV MANDIR","+919718547199","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"ASWAL COSMETICS","KARGI, KARGI","","General Trade","Unassigned","Unassigned",MA
"SIMRAN PROV STORE","KARGI, NEAR OPP SATISH PROV","+919870792269","General Trade","KARGI","KARGI",MA
"AGGARWAL MEDICAL","DHARAMPUR, DHARAMPUR","+917017090006","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"KWALITY MEDICAL","KEDARPURAM, KEDARPURAM","","General Trade","Unassigned","Unassigned",MA
"RAMOLA PROV STORE","KEDARPURAM, SHIVAM VIHAR","+918954677506","General Trade","Unassigned","Unassigned",MA
"JOSHI MEDICAL","MIYAWALA, NEAR GUPTA BROTHER","+918979513131","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"ABHAY COSMETIC","RING ROAD, RING ROAD","","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"OBROI STORE","JHAKHAN, JHAKHAN","+919719146569","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"RASHI COLLECTION","LAKHI BAGH, LAKHI BAGH","+919412438184","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"BRIJ GENERAL STORE","REST CAMP, REST CAMP","+919548937704","General Trade","RACE COURSE","RACE COURSE",MA
"CHANDAN PHARMACY","MKP CHOWK, UNIT OF CHANDAN PHARMACY LTD","","General Trade","RACE COURSE","RACE COURSE",MA
"SAHNI STORE","PRINCE CHOWK, PRINCE CHOWK NEAR ANMOL TRADERS","+919557792223","General Trade","RACE COURSE","RACE COURSE",MA
"DEEPAK BAKER'S","MACCHI BAZAR, MACCHI BAZAR","+919897223074","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"KHANNA MEDICAL","VASANT VIHAR, NEAR SUVIDHA STORE","+919654002888","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"NOBEL MEDICAL","AJABPURKALA, AJABPURKALA","+917017208305","General Trade","RACE COURSE","RACE COURSE",MA
"ABHI MEDICAL","PATEL NAGAR, OPP NATIONAL STATIONARY","+918218079096","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"KRISHNA MEDICAL STORE","RING ROAD, OPP LAXMI GIFT SHOP","+919634033363","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"SHREE BALAJI GIFT BAKERS","DOBHAL, DOBHAL CHOWK","+919719203550","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"PARIDHI COSMETIC","RING ROAD, NEAR KAILASH HOTEL","+919927109063","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"ZULEKHA FASHION","KOTWALI/PALTAN, DISPENSARY ROAD","+919837109222","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"LIFE CURE PHARMACY","SAI LOK, SAI LOK","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"PURNIMA COLLECTION","DHARAMPUR, NEHRU COLONY","+918433253584","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"BHATT GEN STORE","DEHRA KHAS, DEHRA KHAS","+918126144208","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"BLESSING MEDICOS","NESHVILLA ROAD, NESHVILLA ROAD","+917060864284","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"CRONY SUPER MART","DHARAMPUR, SUBHASH ROAD","+919058385566","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"THE CITY PHARMACY","DWARIKA CHOWK, DWARIKA STORE","+917351547311","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"DEVBHOOMI GARMENTS & COS","MDDA, MDDA KEDARPURAM","+919837185675","General Trade","Unassigned","Unassigned",MA
"DARSHAN SINGH","DILARAM BAZAR, RAJPUR ROAD","+919897859576","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"ND TRADING COMPANY","RAJEEV NAGAR","+919897999089","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"HARI OM GEN STORE","MATA MANDIR, MATA MANDIR ROAD","+918800568994","General Trade","RACE COURSE","RACE COURSE",MA
"ANU PLASTIC","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
