name,address,phone,type,delivery_route,team_id
"SANGAM DAIRY - CANAL ROAD","NEAR HIMALAYAN MEDICAL","9837724296","General Trade","RAJPUR LOWER",MA
"GANPATI MEDICOS - CANAL ROAD","NEAR SANGAM DAIRY, ""SAI PLAZA, G.F.","Uttarakhand","General Trade","05",MA
"SHIVANSH ENTERPRISES - HATHIBARKALA","NEAR SHUBHAM DAIRY","7088778110","General Trade","NESHVILLA ROAD",MA
"RAWAT MEDICAL - NESHVILLA ROAD","NEAR SHANTI PLASTIC","8171525144","General Trade","NESHVILLA ROAD",MA
"GUPTA PROV STORE - NESHVILLA ROAD","NEAR BALODI MEDICAL","","General Trade","NESHVILLA ROAD",MA
"KESTWAL PHARMACY - PATHRI BAGH CH","NEAR S MAHAWAR, PATHRI BAGH","9877370485","General Trade","DEHRA KHAS",MA
"SHIV SAI MEDICAL STORE - MATA MANDI","OPP OM MATA MEDICAL, MATA MANDI ROAD","9410787958","General Trade","RACE COURSE",MA
"SHARMA STORE - RAJPUR UPPER","NEAR JRD ACADEMY","7417789668","General Trade","RAJPUR UPPER",MA
"RINKU PROVISION STORE - MOHINI ROAD","MOHINI ROAD","9917627850","General Trade","DHARAMPUR 2nd",MA
"SIROHI PHARMACY - WEST CANAL ROAD","NEAR SHIV MANDIR BALLUPUR CHOWK","6395257408","General Trade","KAULAGARH",MA
"BALAJI TRADING - DILARAM","""71, RAJPUR ROAD"", DEHRADUN","05","General Trade","Unassigned",MA
"HIMALAYAN MEDICAL - RAJEEV NAGAR","NEAR NEGI TRADERS, RAJEEV NAGAR","8445792716","General Trade","FUWARA CHOWK",MA
"SHREE BALAJI MEDICAL - MATA MANDIR","OPP PETROL PUMP, OPP OM MATA MEDICAL","8923632005","General Trade","RACE COURSE",MA
"GIFT ZONE - AJABPUR KALA CHOWK","NEAR YAS COSMETIC, OPP ANIMAL HOSPITAL","7668703331","General Trade","RACE COURSE",MA
"NEGI MEDICAL - MATA MANDIR ROAD","NEAR LAXMI MEDICAL, MATA MANDIR ROAD","9760159387","General Trade","RACE COURSE",MA
"LAXMI BAKERS - RAIPUR ROAD","NEAR SANTOSH COSMETICS","8954822195","General Trade","RAIPUR",MA
"PAL PROV STORE - RAIPUR","BALAWALA ROAD OPP TVS SHOWROOM","9997431270","General Trade","RAIPUR",MA
"GLITTER COSMETICS - RAIPUR","""BALAWALA ROAD, OPP UNCLE FOOD RESTA""","05","General Trade","7983201792",MA
"EASY DEPT. STORE - SD ROAD","NEAR SONI ENTERPRISES","8979940020","General Trade","SD ROAD",MA
"ASHOK ANIL ENTERPRISES (LLP) - MALL","MALL OF DEHRADUN, DEHRADUN","","General Trade","Unassigned",MA
"MOHAN GENERAL STORE - PATEL NAGAR","OPP RAMGARIA BHAWAN, DEHRADUN","9412018651","General Trade","DEHRA KHAS",MA
"NANDANI ENTERPRISES","","","General Trade","Unassigned",MA
"SUR SAGAR COMMUNICATION - JAKHAN","NEAR PETROL PUMP, OPP SHIVAY FOODS","9997455333","General Trade","RAJPUR UPPER",MA
"NEW RAM 'G' PRO STORE - DL ROAD","SELF SERVICE STORE, DL ROAD","6005525892","General Trade","KARANPUR",MA
"NEW BEAUTY COSMETICS - CHUKKUWALA","NEAR SMILE MEDICAL, NEAR HANUMAN MANDIR","9548094066","General Trade","ITBP-GOVIND GARH",MA
"MAHAVEER GEN STORE - DAKRA","OPP SHYAM GEN STORE","7830163436","General Trade","KAULAGARH",MA
"ARUHI MEDICOS - HARIDWAR ROAD","NEARBY MAHAWAR PROV STORE, ANDER GALI MEIN","9027337466","General Trade","MOHKAMPUR",MA
"SHARMA MEDICAL - DEHRAKHAS","OPP SAI PROV STORE, NEAR SIDHIQUI COSMETICS","9870682462","General Trade","DEHRA KHAS",MA
"ACCENTUS PHARMACEUTICALS - KARGI","BEFORE CHANDCHAK CHOWK, NEAR HANUBHAGA DEPT STORE","9318018916","General Trade","KARGI",MA
"SAJWAN MEDICAL - HARIDWAR ROAD","BEFORE BADONI GEN STORE, KAMLA BUSSINESS CENTER","7505967308","General Trade","FUWARA CHOWK",MA
"RADHA KRISHNA COSMETIC STORE -NPANI","NALAPANI CHOWK, OPP PUNDIR MEDICAL","9300840415","General Trade","SD ROAD",MA
"BROTHERS ENTERPRISES - DISPENSARY R","SHOP NO 3 CITY CENTRE DISPENSARY RO, DEHRADUN","9897833882","General Trade","PALTAN BAZAR",MA
"JOLLY GEN STORE - SD CROSSING","NEAR SATYARAJ MEDICAL","9548550005","General Trade","SD ROAD",MA
"UK MEDICAL STORE - LAL PULL CHOWK","OPP VISHAL MEGA MART NEAR MAIN ROAD","9103389007","General Trade","Unassigned",MA
"RAINBOW - LAXMI ROAD DALLANWALA","""7-C, KOHLI TOWER, LAXMI ROAD""","","General Trade","Uttarakhand",MA
"CASH SALE BOTREE","","","General Trade","ZOTHER",MA
"FRESH VILLA MART - DEHRADUN","""74, RAJPUR ROAD SHRI RAM ARCADE"", OPP LEVEL ONE RESTAURANT","05","General Trade","7060504440",MA
"SHYAM GEN STORE - DAKRA","AFTER VINOD CHEMSIT DAKRA BAZAR","7500670849","General Trade","KAULAGARH",MA
"MAHA LAXMI TRADERS - KARGI","KARGI CHOWK","9756884604","General Trade","KARGI",MA
"RANGAD PROV - KARGI","KARGI","","General Trade","KARGI",MA
"ARPIT DRUG HOUSE - SULOCHNA COMPLEX","DHAMAWALA","9359666666","General Trade","HANUMAN CHOWK",MA
"SHREE RADHE RADHE WS - IT PARK ROAD","NEAR MAHENDRA HEALTHCARE","7217235799","General Trade","RAJPUR LOWER",MA
"RAJPUR PATANJALI - RAJPUR","RAJPUR","","General Trade","ZSHOP CLOSED",MA
"HRJ ENTERPRISES - NATHUAWALA","SHOP NAME - JO C MART","","General Trade","RAIPUR",MA
"PANWAR GEN STORE - DWARIKA CHOWK","DWARIKA CHOWK","6396223382","General Trade","RACE COURSE",MA
"FRESH BASKET - ENGINEERS ENCLAVE","ENGINEERS ENCLAVE","","General Trade","ITBP-GOVIND GARH",MA
"NARANG WHOLESALE - DEHRAKHAS","NEAR OM VARIETY STORE","","General Trade","DEHRA KHAS",MA
"ASVAH RETAIL PRIVATE LIMITED","DEHRADUN","","General Trade","Unassigned",MA
"AAROGYAM MEDICOS - CHANDAN NAGAR","NEAR JIYA MEDICOS","9897463106","General Trade","RACE COURSE",MA
"GOYAL PROV STORE - DALANWALA","NEAR G MART","","General Trade","DHARAMPUR 2nd",MA
"CHADDA TRADING COMPANY - KOTWALI","KOTWALI","","General Trade","HANUMAN CHOWK",MA
"THE VOGUE STORE - DOON VIHAR","DOON VIHAR JAKHAN","7217203999","General Trade","RAJPUR UPPER",MA
"SAI GEN STORE - OLD MUSSOORIE ROAD","OPP CHOUDHARY MEDICOS","","General Trade","RAJPUR UPPER",MA
"GOYAL AATA CHAKKI - REST CAMP","""REST CAMP, RACE COURSE"", DEHRADUN","05","General Trade","Unassigned",MA
"SOSHIL MOTORS","""67, GANDHI ROAD""","","General Trade","Unassigned",MA
"PRAGATI GEN STORE - DHARAMPUR","OPPOSITE LIC BUILDING","9997865831","General Trade","DHARAMPUR 2nd",MA
"RELIANCE RETAIL LIMITED","NIRANJANPUR, ""GMS ROAD, DEHRADUN""","05","General Trade","Unassigned",MA
"RANJEET","","","General Trade","DHARAMPUR 2nd",MA
"NARENDRA SINGH","SAHARANPUR","","General Trade","DHARAMPUR 2nd",MA
"ASSAV SUSTAINABLE PVT LTD","""KHASRA NO 1867, BUDDHI PARGANA"", NEAR KASIGA SCHOOL","05","General Trade","Unassigned",MA
"SGST INPUT A/C","","","General Trade","Unassigned",MA
"CGST INPUT A/C","","","General Trade","Unassigned",MA
"IGST INPUT A/C","","","General Trade","Unassigned",MA
"SGST OUTPUT A/C","","","General Trade","Unassigned",MA
"CGST OUTPUT A/C","","","General Trade","Unassigned",MA
"IGST OUTPUT A/C","","","General Trade","Unassigned",MA
"EUREKA FORBES LIMITED - DEHRADUN","MAJRI GRANT DEHRADUN","","General Trade","ZOTHER",MA
"MADAN LAL - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",MA
"KHURANA COSMETICS - DHAMAWALA","137/1 DAHMAWALA RAJA ROAD","","General Trade","HANUMAN CHOWK",MA
"GARG DEPARTMENTAL - DEHRA KHAS","NEAR NANDA MEDICAL, BHANDARI BAGH","8077997851","General Trade","DEHRA KHAS",MA
"AMRITA RETAIL - NALAPANI CHOWK","SD ROAD NALAPANI CHOWK","","General Trade","SD ROAD",MA
"GLOBUS TRADERS - DEHRADUN","SHOP NO 5, ""WORLD TRADE TOWER, RAJPUR ROAD""","05","General Trade","8393977772",MA
"RIDDHI SIDDHI MART - RAIPUR","NEAR DONALI CHOWK BALAWALA ROAD","7819936667","General Trade","RAIPUR",MA
"CARE MEDICAL - NEHRU COLONY","OPP WATER TANK OFFICE","7982053323","General Trade","FUWARA CHOWK",MA
"SUBHASH GEN STORE - DAKRA","AGGARWAL MART NEAR BABA MEDICAL","","General Trade","KAULAGARH",MA
"SINGH MEDICAL - NSM MARG","NSM MARG","9412403287","General Trade","ITBP-GOVIND GARH",MA
"KANHA MINI MART - MAJRI MAFI","MOHKAMPUR","","General Trade","MOHKAMPUR",MA
"SWASTIK PHARMACEUTICAL - VIJAY PARK","VIJAY PARK","6396597566","General Trade","PANDITVARI",MA
"PHONE FOR OFFICE 2024-2025","","","General Trade","Unassigned",MA
"CARE N CURE - DEHRA KHAS","VIDHYA VIHAR DEHRA KHAS","7055706664","General Trade","KARGI",MA
"BIRLA DEPT STORE - CHANDRABANI","OPPOSITE OF HAPPY HEALTH SWADESHI, 2-4 DUKAN AAGE","6398330167","General Trade","CLEMENT TOWN II",MA
"UK MART - JOGIWALA","OPP MAHESHWARI STORE","9999861390","General Trade","FUWARA CHOWK",MA
"NEGI MULTI SHOP -  6 NO PULIYA","6 NO PULIYA CHOWK, NEAR ANNAPURNA STORE","9389593951","General Trade","MOHKAMPUR",MA
"DANDRIYAL PHARMACY - RING ROAD","NEAR BHARAT PETROL PUMP","8860449018","General Trade","MOHKAMPUR",MA
"JIYA GEN STORE - SD UPPER","NEAR RUDRA MART","8077878236","General Trade","SD ROAD",MA
"OM GEN STORE - NEHRU GRAM","NEAR ST JOHN ACADEMY SCHOOL","8923216240","General Trade","MOHKAMPUR",MA
"FUNKY TOWN - VIJAY PARK","OPP IMA BLOOD BANK NEAR AR MEDICOS, VIJAY PARK","8588067801","General Trade","PANDITVARI",MA
"SMILE STORE - SELAQUI (NEW)","SMILE STORE NEW STORE, SELAQUI","","General Trade","PANDITVARI",MA
"SHIV MEDICAL - RING ROAD","NEAR DUN BASKET","9627316091","General Trade","MOHKAMPUR",MA
"PANWAR GEN STORE - KALANKI VIHAR","NEAR TOP BAKERS NAWADA ROAD, ANDER KALANKI VIHAR MEIN","","General Trade","MOHKAMPUR",MA
"GOYAL STORE - TURNER ROAD","""OPP PRAPTI MEDICOS, TURNER ROAD"", DEHRADUN","05","General Trade","9897883382",MA
"RAO GEN STORE - GMS ROAD","BALLUPUR CHOWK","97199452936","General Trade","KAULAGARH",MA
"CHAMOLI MEDICOSE - NEHRUGRAM","""NEAR OM GENERAL, PEPPAL CHOWK""","05","General Trade","8865041432",MA
"KOMAL COSMETICS - RAIPUR","RAIPUR CHOWK","7830153780","General Trade","RAIPUR",MA
"MAHADEV GIFT GALLERY - DOBHAL CHOWK","NEAR DOBHAL CHOWK","9760410271","General Trade","MOHKAMPUR",MA
"MAA NANDA DEVI DEPT - HARRAWALA","BEFORE SHIV SHAKTI DEPT, MAIN HARIDWAR ROAD",""8126964295","General Trade","8755332191"",MA
"GARHWAL DEPARTMENTAL - MAJRI MAFI","NEARBY ASWAL GEN STORE","","General Trade","MOHKAMPUR",MA
"NEW BADRI MEDICAL - RAJEEV NAGAR","NEXT TO NEW UNIVERSAL STORE","7500428104","General Trade","FUWARA CHOWK",MA
"BHATT MEDICOSE - MALSI","OPP AP MEDICOSE","7088652586","General Trade","RAJPUR UPPER",MA
"BALAJI COSMETICS - NESHVILLA ROAD","OPP BALODI MEDICOS","","General Trade","NESHVILLA ROAD",MA
"JAI BALAJI MEDICOSE - DOON HOSP","DOON HOSPITAL","7906347300","General Trade","RACE COURSE",MA
"SAJWAN MEDICAL - PREM NAGAR","DEEP MEDICOSE VALI GALI MEIN","8449825061","General Trade","PREM NAGAR",MA
"SHREE NARAYAN MEDICAL - KEDARPURAM","NEAR GOEL TRADERS","9259638881","General Trade","FUWARA CHOWK",MA
"DIKSHA COSMETIS - HARRAWALA","NEAR NEW BADOLA MEDICAL/VARDAAN MED","","General Trade","MOHKAMPUR",MA
"POONAM MEDICAL - HARIDWAR ROAD","OPP KAILASH HOSPITAL","8126625989","General Trade","FUWARA CHOWK",MA
"OM SAI RETAIL - MUNICIPAL ROAD","NEAR KUMAR SONS CHEMIST","7417229660","General Trade","DHARAMPUR 2nd",MA
"DATA KIRANA BHANDAR - DAKRA","OPP BABA MEDICAL","9897534711","General Trade","KAULAGARH",MA
"SANA PROV - TURNER ROAD","NEARBY RATHORE MEDICAL","9837249587","General Trade","CLEMENT TOWN",MA
"SHREE RAM MEDICAL - BALLIWALA CHOWK","BALLIWALA CHOWK","9639410796","General Trade","ITBP-GOVIND GARH",MA
"SHAKUMBARI TRADERS - HERBETPUR","""SAHARANPUR ROAD, SAHARANPUR ROAD"", HERBETPUR","05","General Trade","7906847198",MA
"JAI MAA RAJESHWARI MED - RING ROAD","NEXT TO STOP AND SHOP","9837718702","General Trade","MOHKAMPUR",MA
"OM PHARMACY - RAIPUR ROAD","SD CROSSING TOWARDS RAIPUR","9792411114","General Trade","SD ROAD",MA
"AARADHYA ENTERPRISES - RAIPUR","NEARBY SHANTALA DEPT","9599033139","General Trade","RAIPUR",MA
"JAIN DAIRY & STORE - EKTA VIHAR","LANE NO 1A EKTA VIHAR SD ROAD","9897059048","General Trade","SD ROAD",MA
"SUNRISE MART - IT PARK","NEAR DAUGHTER CHEMIST, SOLANKI SE ANDER GALI MEIN","7017188101","General Trade","SD ROAD",MA
"DEV BHOOMI PHAR - BALLIWALA CHOWK","BALLIWALA CHOWK","8384822083","General Trade","ITBP-GOVIND GARH",MA
"NIHARIKA BEAUTY PALAC - TURNER ROAD","""NEAR Q GREEN MEDICOS, TURNER ROAD""","05","General Trade","Unassigned",MA
"SHREE SHYAM GROCERY - BANSAL HOME","BANSAL HOME","9557723903","General Trade","CLEMENT TOWN II",MA
"CREDITOR - M/S S M TRADERS","DEHRADUN","","General Trade","ZOUTER",MA
"RUHZA TECH - CREDITOR","""104, ALKAPURI"", MAHARASHTRA","27","General Trade","Unassigned",MA
"RADHIKA MEDICOSE - EKTA VIHAR   SDR","NEAR RAWAT GEN STORE, ""LANE NO 3 EKTA VIHAR, SD ROAD""","05","General Trade","8449009550",MA
"NATIONAL MEDICOSE - MANDAKANI VIHAR","""KANDOLI LINK ROAD, SD ROAD"", CASH ON DELIVERY - MIN SALE CRITERA","05","General Trade","9759856274",MA
"MOBILE PHONE","","","General Trade","Unassigned",MA
"KALPANA MEDICAL - CHAKRATA ROAD","OPP IMA BLOOD BANK","7017589275","General Trade","PANDITVARI",MA
"NEW KAILASH ENTRP - RAJPUR ROAD","OPP PANTALOON SHOWROOM","9719444692","General Trade","RAJPUR LOWER",MA
"DOON PROVISION - SD GOL CHAKKAR","""NEXT TO RAWAT MEDICAL, GOL CHAKKAR""","05","General Trade","9536192749",MA
"SAI MEDICAL - CHAKRATA ROAD","OPP APPOLO PHARMACY","9997997607","General Trade","PANDITVARI",MA
"SHREE MEDICOS - WILDLIFE ROAD","OPP ROAD OF DOON MEDICAL","9528947157","General Trade","CLEMENT TOWN II",MA
"DIVINE AUTOMOBILES PVT. LTD.","""MOBHABBEWALA INDUSTRIAL AREA, SAHAR"", ""ANPUR ROAD","Uttarakhand","General Trade","05",MA
"OLD BHATT HEALTHCARE MEDI - KARGI","NEAR BENGALI KOTHI CHOWK","8376974427","General Trade","ZSHOP CLOSED",MA
"NANKANI STORE - MACHI BAZAR","MACHI BAZAR","9897482858","General Trade","PALTAN BAZAR",MA
"NEW UNIVERSAL STORE - CANAL ROAD","CANAL ROAD","9927806079","General Trade","RAJPUR LOWER",MA
"SATVIK MEGA MART - SD ROAD","2 BACHI ROAD (MANJU PROV STORE)",""7895689949","General Trade","7351937187"",MA
"HARNARAYAN SURAJBHAN - PANDITWARI","PANDITWARI","9412984769","General Trade","PANDITVARI",MA
"BRIJ STORE - KAULAGARH","NEAR RAVI MEDICOS","8476939790","General Trade","KAULAGARH",MA
"KAMBOJ COSMETICS - CHANDRABANI","""NEAR VAISHNO MEDICOS, DEEPAK GEN""","05","General Trade","8475022033",MA
"BADOLA PROVISION - CHANDRABANI","""NEAR RUBI MEDICOS, PNB ATM""","05","General Trade","9410707288",MA
"FRIENDS MEDICAL - POST OFFICE ROAD","NEAR AIRHANT STORE","9997374074","General Trade","CLEMENT TOWN",MA
"DAUGHTER CHEMIST - IT PARK","SOLANKI ANDER GALI MEIN","9897581510","General Trade","SD ROAD",MA
"CHOTA RAJESH","","","General Trade","DHARAMPUR 2nd",MA
"GARHWAL GEN STORE - TURNER ROAD","NEAR CHICHU STORE","8287742635","General Trade","CLEMENT TOWN",MA
"MAHADEV PHARMACY - 6 NO PULIYA","OPP NEGI MULTI SHOP","8937965706","General Trade","MOHKAMPUR",MA
"B MART - BALAWALA","""G.FLOOR, BALAWALA ROAD, ""","Uttarakhand","General Trade","05",MA
"SATAKSHI MEDICAL - CHANDRABANI","NEAR DEEPAK GENERAL","9720034930","General Trade","CLEMENT TOWN II",MA
"SHIV MEDICAL - CHANDRABANI","""NEAR SATAKSHI MED, DR KN ACADEMY"", CLOSED 1pm to 4pm","05","General Trade","9758082885",MA
"CHAHAK COSMETICS - CHANDRABANI","NEAR SAPNA COLLECTION","9927184200","General Trade","CLEMENT TOWN II",MA
"MADINA STORE - DOBHI CHOWK","NEAR PANWAR STORE","9808537286","General Trade","RACE COURSE",MA
"DAILY DELIGHT GROCERY - SAI LOK","NEAR SAI LOK CHOWK","8755780254","General Trade","ITBP-GOVIND GARH",MA
"NAUTIYAL GEN STORE - RISHI VIHAR","NEAR NAVEEN GEN STORE, OPP ITBP HOSUING SOCIETY, ITBP ROAD","","General Trade","ITBP-GOVIND GARH",MA
"LIFE LONG MEDICARE - RISHI VIHAR","""NEAR ZAYKA PROVISION, RISHI VIHAR""","05","General Trade","9368883982",MA
"MAA BHAGWATI STORE - HARRAWALA","NEAR DIKSHA COSMETIC","8979205785","General Trade","MOHKAMPUR",MA
"SHINGARI STORE - MAJRI MAFI","""OPP TOP BAKERS, NAWADA ROAD""","05","General Trade","Unassigned",MA
"M S CHEMIST - 6 NO PULIYA","""NEAR LAXMI GIFT COSM, 6 NO PULIYA""","05","General Trade","8006621100",MA
"RANA COSMETICS - IT PARK","NEAR SUNRISE MART","","General Trade","SD ROAD",MA
"AVNI MEDICAL AGENCIES - THANO","THANO ROAD","","General Trade","ZOUTER",MA
"SHALINI COSMETICS - NIMBUWALA","OPP ASIAN PHARMACY","8192888023","General Trade","KAULAGARH",MA
"CHIKARA PHARMACY - ITBP ROAD","NEAR LEO BAKERS ITBP ROAD","9888911130","General Trade","ITBP-GOVIND GARH",MA
"LIFE LINE HEALTHCARE - DEHRAKHAS","OPP SAI DENTAL CLINIC","8439901172","General Trade","DEHRA KHAS",MA
"SANCHI COSMETIC - CHANDAN NAGAR","NEAR HEALTH JUICE CORNER","7017935954","General Trade","RACE COURSE",MA
"MAA RENUKA CHEMIST - RING ROAD","NEAR OPP OF VEGA STORE","9458380266","General Trade","MOHKAMPUR",MA
"AMOLI PHARMACY - MOHKAMPUR","FLYOVER KE NICHE","","General Trade","MOHKAMPUR",MA
"THE NEW SHOP - MALSI","""UNIT OF SKR INFRA, NEAR AP MEDICAL""","05","General Trade","Unassigned",MA
"DAILY NEEDS GROCERY - MAJRA","OPP NEGI SWEETS","","General Trade","CLEMENT TOWN",MA
"J J TRADER - SAHARANPUR CHOWK","NEAR GOYAL SWEETS","","General Trade","HANUMAN CHOWK",MA
"GREEN GROCERY MART - DALANWALA","GRACIOUS GROCERY, DALANWALA","","General Trade","DHARAMPUR 2nd",MA
"KRISHNA FANCY STORE - PALTAN BAZAR","PLATAN BAZAR","8126296654","General Trade","PALTAN BAZAR",MA
"NAMDEV GEN STORE - NESHVILLA ROAD","NEAR GUPTA PRO","9557116599","General Trade","NESHVILLA ROAD",MA
"SHREE MED & SURGICAL","DWARIKA CHOWK"", NEAR DWARIKA STORE, BILLING CHANGE TO SHREE DWARIKA MED","05","General Trade","7895103333",MA
"VINAY KUMAR - DEHRADUN","""HARIDWAR ROAD, DEHRADUN"", UTTARAKHAND","05","General Trade","Unassigned",MA
"DHARMENDER PROV STORE - BRHAMPURI","BHRAMPURI CHOWK","9634300696","General Trade","CLEMENT TOWN",MA
"SIMRAN GENERAL STORE - RANA CHOWK","""SHYAM PUR, RANA CHOWK"", PREMNAGAR","05","General Trade","Unassigned",MA
"SMART BUY - SARASWATI VIHAR","MATA MANDIR ROAD","9027806804","General Trade","RACE COURSE",MA
"DURGA COSMETICS - KARGI ROAD","NEAR SUVIDHA KARGI ROAD","8909644892","General Trade","DEHRA KHAS",MA
"KAUSHIKI COSMETICS - RISHI VIHAR","RISHI VIHAR","9149116717","General Trade","ITBP-GOVIND GARH",MA
"SUPER STORE - RAJENDER NAGAR","KAULAGARH ROAD, RAJENDER NAGAR","9897491520","General Trade","PANDITVARI",MA
"FLOSS N GLOSS MED - SARASWATI VIHAR","AFTER PARASHREE","7018366719","General Trade","RACE COURSE",MA
"ART HOME - ASHTLEY HALL","RAJPUR ROAD","","General Trade","NESHVILLA ROAD",MA
"ATHARAVA PHARMACY - BALBIR ROAD","NEAR GREEN GROCERY","9897662834","General Trade","DHARAMPUR 2nd",MA
"ROY MEDICOS - IT PARK","IT PARK","","General Trade","SD ROAD",MA
"OLD THE NEW SHOP","","","General Trade","ZSHOP CLOSED",MA
"CREDITOR - CHAWLA TRADERS","SAHARANPUR","","General Trade","ZOUTER",MA
"CREDITOR - GROVER MARKETING","RISHIKESH","8979000808","General Trade","ZOUTER",MA
"ASHOK ANIL ENTERPRISES (LLP) - SELA","""VIKAS NAGAR ROAD, SELAQUI"", DEHRADUN-248001","05","General Trade","Unassigned",MA
"SHREE SWASTIKA MATRI DAWA - KARGI","NEAR PASHUPATI DEPT","8923666108","General Trade","KARGI",MA
"INDIYANO FOOD & BEVERAGE","""G. FLOOR, OPP SACHIVALAYA COLONY"", ""DOON UNIVERSITY ROAD","Uttarakhand","General Trade","05",MA
"BHATT HEALTHCARE MEDI - KARGI","NEAR BENGALI KOTHI CHOWK","8376974427","General Trade","KARGI",MA
"ADVIK ENTERPRISES - KARGI CHOWK","NEAR KARGI CHOWK BANJARAWALA ROAD","","General Trade","ZSHOP CLOSED",MA
"BUY BUY STORE - IT PARK","A UNIT ELITE HOSPITALITY","","General Trade","SD ROAD",MA
"DAILY NEEDS - LADPUR","NEAR BP PETROL PUMP OPP RAMOLA MEDI","8979692639","General Trade","RAIPUR",MA
"RK WORLDINFOCOM PVT LTD - 18","""UPARHALI, KAMRUP"", ""GUWAHATI","Assam","General Trade","18",MA
"RENU MEDICAL - DAKRA","DAKRA BAZAR, DEHRADUN-248001","","General Trade","KAULAGARH",MA
"NEW BANSAL GEN STORE - DAKRA","DAKRA BAZAR","6397185223","General Trade","KAULAGARH",MA
"OLD VISHNU KUMAR VIJAY KUMAR - DAKR","DAKRA BAZAR","9897109851","General Trade","KAULAGARH",MA
"SHREE GANPATI MEDICAL - KARGI ROAD","NEAR SUVIDHA KARGI ROAD","","General Trade","KARGI",MA
"THE FAMILY MART - HATHIBARKALA","VIJAY COLONY","81630471316","General Trade","NESHVILLA ROAD",MA
"RK WORLDINFOCOM PVT LTD - 08","RAJASHTHAN","","General Trade","ZOUTER",MA
"RK WORLDINFOCOM PVT LTD - 06","HARYANA","","General Trade","ZOUTER",MA
"RK WORLDINFOCOM PVT LTD - 24","AHMEDABAD GUJRAT","","General Trade","ZOUTER",MA
"KRISHNA MEDICOS - RANA CHOWK","NEAR SIMRAN PROV PREM NAGAR","9917256317","General Trade","PREM NAGAR",MA
"COCOBLU RETAIL LIMITED - 06","""MANESAR, GURGAON, HARYANA 122413""","Haryana","General Trade","06",MA
"RK WORLDINFOCOM PVT LTD - 21","ODISHA","","General Trade","ZOUTER",MA
"ASHOK PROVISION STORE - NALAPANI RO","KARANPUR","","General Trade","KARANPUR",MA
"ANAND SAHNI STAFF","","","General Trade","PALTAN BAZAR",MA
"OLD SIDDHI VINAYAK MEDICAL - KARGI","KARGI, NEAR SHRI RAMA ENTERPRISES","7037928364","General Trade","KARGI",MA
"SHIVAKASH PHARMACY - RAIPUR","OPP HRJ DEPT","707858857","General Trade","ZSHOP CLOSED",MA
"NEX GEN MART - FUWARA CHOWK","NEAR GRAH SANGRAH","9359909904","General Trade","DHARAMPUR 2nd",MA
"AASTHA GEN STORE - CHANDRABANI","NEAR RAJU GEN STORE","8273922781","General Trade","CLEMENT TOWN II",MA
"RK WORLDINFOCOM PVT LTD - 09","UTTAR PRADESH","","General Trade","Unassigned",MA
"ICICI CC","","","General Trade","Unassigned",MA
"YOUR'S MEGA MART - SD ROAD","VISHWNATH ENCLAVE","7895689949","General Trade","SD ROAD",MA
"SHREE OM TRADING COMPANY - JHANDA","""42, KRISHNA PALACE, JHANDA BAZAR""","Uttarakhand","General Trade","05",MA
"SHAGUN COSMETICS - NIMBUWALA","NEAR HUNGRY EYE MOMOS","8791841303","General Trade","KAULAGARH",MA
"ASHOK ANIL ENTERPRISES (LLP) - VIKA","VIKAS NAGAR","","General Trade","SUVIDHA",MA
"INDIYANO - MOHTHROWALA ROAD","NEAR VISHAL DEPT","7817868960","General Trade","KARGI",MA
"P R MARKETING - GHAZIABAD (U.P)","GHAZIABAD","0120-4386573","General Trade","Unassigned",MA
"ASHIYANA BAKERS - HARIDWAR ROAD","HARIDWAR ROAD","","General Trade","FUWARA CHOWK",MA
"GROCERY SPOT - MIYAWALA","MIYAWALA","9954675442","General Trade","ZSHOP CLOSED",MA
"STAFF AJAY CHANDNA LOAN A/C","","","General Trade","Unassigned",MA
"PRAJJWAL VERMA LOAN A/C","","","General Trade","Unassigned",MA
"VALLEY IRON STORE","""5-A, RAJA ROAD, DEHRADUN""","Uttarakhand","General Trade","05",MA
"KHAN GEN STORE - DOON VIHAR","OPP SRIJAN PUBLIC SCHOOL","8077833100","General Trade","RAJPUR UPPER",MA
"JUICE TEA - CANAL ROAD","""OPP AXIS BANK, "", CANAL ROAD","05","General Trade","Unassigned",MA
"BAKE MASTER - RAJPUR ROAD","OPP GANDHI ROAD","","General Trade","NESHVILLA ROAD",MA
"INDIAN MEDICAL - SURI CHOWK","SURI CHOWK","8755025979","General Trade","RACE COURSE",MA
"AROMA'S BAKERY - RAIPUR","RAIPUR","9068272584","General Trade","RAIPUR",MA
"ELLORAS HOMEAIDS - RAJPUR ROAD","""25, RAJPUR ROAD, DEHRADN""","Uttarakhand","General Trade","05",MA
"R K ENTERPRISES CHEMISTS - JAKHAN","JAKHAN",""9412056294","General Trade","9997537777"",MA
"JATIN KOHLI - SHADANI","DDN","","General Trade","DHARAMPUR 2nd",MA
"LALIT TRADERS - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",MA
"STEEL RACK","","","General Trade","Unassigned",MA
"PHARMA HUB - PREM NAGAR","SINGH MEDICAL","","General Trade","PREM NAGAR",MA
"RAHUL DAIRY - CLEMENT TOWN","NEAR POLIC CHOWKI, CLEMENT TOWN","","General Trade","CLEMENT TOWN",MA
