name,address,phone,type,delivery_route,beat_name,team_id
"SHAIV MEDICOS","SD ROAD, GOL CHAKKAR","+917417872590","General Trade","SD ROAD","SD ROAD",JA
"LAXMI NARAYAN","","","General Trade","PATEL NAGAR","PATEL NAGAR",JA
"ASHOK ANIL ENTERPRISES (LLP)","WARE, PATEL NAGAR INDUSTRIAL AREA","","General Trade","PATEL NAGAR","PATEL NAGAR",JA
"GUPTA PROV STORE","CHARKHI GATE, CHARKHI GATE","+918755942111","General Trade","KAULAGARH","KAULAGARH",JA
"SIDDHBALI PHARMACY","CLEMENT TOWN, CLEMENT TOWN","+918791524713","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"ART HOME","ASTLEY HALL, 12 ASTLEY HALL RAJPUR ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"MOHAN STORE LBY","MUSSOORIE, MALL ROAD NEAR LIBRARY CHOWK","+919897278941","General Trade","MUSSOORIE","MUSSOORIE",JA
"AARJAY HORECA SOLUTIONS PVT LTD","13 NARAYAN ASHRAM","+918979791947","General Trade","RISHIKESH","RISHIKESH",JA
"SHRI BIKANER SWEETS","RING ROAD, NEAR FAYDA STORE, DEHRADUN - 248001","+919084641008","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"BIKANER MISTAN BHANDAR","SD ROAD, NEAR WINE WOLF","+917742182511","General Trade","SD ROAD","SD ROAD",JA
"UK MEDICAL STORE","LAL PULL CHOWK, OPP VISHAL MEGA MART","+919103389007","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"THE NEST REAL WORLD","CLEMENT TOWN, GURU NANAK ROAD","+919410359644","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"MADINA STORE","DOBHI CHOWK, NEAR PANWAR STORE","+919808537286","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SACHI COSMETIC","CHANDAN NAGAR, NEAR HEALTH JUICE CORNER","+917017935954","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"OLD BHATT MEDICOS","RAJEEV NAGAR, OPP BAILWAL COSMETICS","+918743949424","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"KRISHNA DAIRY","RAJENDER NAGAR, OPP NEEDS THE SUPER STORE","","General Trade","PANDITVARI","PANDITVARI",JA
"REKHA AGENCIES","OPP CMI, CMI ROAD","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"A N DAIRY","NESHVILLA ROAD, BINDRA BUN LOK NATH","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"GREEN GROCERY MART","DALANWALA, GRACIOUS GROECRY","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"ANAND SAHNI STAFF","","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"J.R.D. STORE","KAULAGARH, KAULAGARH","+919897776888","General Trade","KAULAGARH","KAULAGARH",JA
"KUNWANG BAKERS","SD ROAD, TIBETAN COLONY","","General Trade","SD ROAD","SD ROAD",JA
"BANKE BIHARI GEN STORE","YAMUNA COL, YAMUNA COLONY","+917906534933","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"BESTO BAKERS AND CONFEC","DEHRA KHA, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"MAA VAISHNO BAKERY","DEHRA KHAS, BEFORE D R MEDICAL","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"NIKHIL WINE SHOP","KARGI, DEHRA KHAS","+917500600028","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"RAGHAV CONFECTIONERY","BANJARAWLA, NARENDER SAKLANI MARG","+917452993690","General Trade","KARGI","KARGI",JA
"ROYAL BAKERS","INDERESH, NEAR POWER HOUSE, DEHRA KHAS","+917300760340","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"HIYA KA JIYA","INRESH HOSPITAL, OPP INDRESH HOSPITAL GATE","+919456454031","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SANJAY WINE SHOP","KHURBURA, KALI MANDIR","+919760602711","General Trade","CORNITOS DEV","CORNITOS DEV",JA
"SHANTI MEDICAL","KARNAPUR, KRANAPUR","+918006989895","General Trade","RAIPUR","RAIPUR",JA
"MANJU PROV STORE","SD ROAD, DAUGHTER STATIONARY KE OPP","+919084441849","General Trade","SD ROAD","SD ROAD",JA
"THE MOTHER STORE","KARANPUR, KARANPUR","+919927024335","General Trade","KARANPUR","KARANPUR",JA
"SHEKHAR REFRESHMENT POINT","KARANPU, NEAR MOTHER DAIRY","+919897667888","General Trade","KARANPUR","KARANPUR",JA
"SUSTEN RETAIL","KARANPUR, DL ROAD","+919953520226","General Trade","KARANPUR","KARANPUR",JA
"APAAR CENTER LANE SHOP","KARANPUR, KARANPUR","+919897408143","General Trade","KARANPUR","KARANPUR",JA
"RISHI DAIRY","TAPOVAN ENCLAVE, RAIPUR","+918630443366","General Trade","RAIPUR","RAIPUR",JA
"MUKIYA GEN STORE","TAPOVAN ENCLAVE, NEAR NCC HEADQUATERS","+918936985465","General Trade","RAIPUR","RAIPUR",JA
"RANA TRADERS","TAPOVAN, OPP AAJIVIKA BHAWAN","+919411135641","General Trade","RAIPUR","RAIPUR",JA
"ANIL SUPER STORE","MANDAKANI VIHAR, SD ROAD","+919058193095","General Trade","SD ROAD","SD ROAD",JA
"LORD BUDDHA STORE","KULAN, NEAR PANCH STORE","+919837604442","General Trade","SD ROAD","SD ROAD",JA
"NAMAN BAKERS N CONFECTIONARY","RAIP, HATHHI KHANA CHOWK RAIPUR","+918077183146","General Trade","RAIPUR","RAIPUR",JA
"FOOTHILL VALLEY FOODS LLP","SD ROAD, BUDDA CHOWK","+919891782167","General Trade","SD ROAD","SD ROAD",JA
"SANJAY DEPT. STORE","GARHI CANTT, NEAR SACHIN TRADERS","","General Trade","KAULAGARH","KAULAGARH",JA
"GUJJRAL WINE SHOP","BALLUPUR CHOWK, BALLUPUR CHOWK","+919997999794","General Trade","KAULAGARH","KAULAGARH",JA
"GUPTA BAKERS & GENERAL STORE","BALLUPUR CHOWK","+919634300374","General Trade","KAULAGARH","KAULAGARH",JA
"ROYAL BAKERS","DEHRA KHAS, NEAR JAISWAL MEDICAL","+919720707311","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"MOHIT STORE","VASANT VIHAR, ARORA GENERAL STORE","+919720955918","General Trade","PANDITVARI","PANDITVARI",JA
"REETA PROVISON & PROVISON STORE","VASANT VIHAR SHOPING COMPLEX","+919411171632","General Trade","PANDITVARI","PANDITVARI",JA
"MANAV SEVA ( BHATIYA JI)","OPP FRI GATE","+919359992831","General Trade","PANDITVARI","PANDITVARI",JA
"SATYARAJ MEDICOS","SD CROSSING, NEAR CHAWLA STORE","","General Trade","SD ROAD","SD ROAD",JA
"OM PHARMACY","RAIPUR ROAD, SD CROSSING TOWARD RAIPUR","+919792411114","General Trade","SD ROAD","SD ROAD",JA
"ROVER'S CAFE","SD ROAD, NEAR SHIC DEPARTMENT STORE","+917055031999","General Trade","SD ROAD","SD ROAD",JA
"TOMAR GEN STORE","SD ROAD, SD ROAD","+918755366498","General Trade","SD ROAD","SD ROAD",JA
"DAILY NEEDS","LADPUR, NEAR BP PETROL PUMP","+918979692639","General Trade","RAIPUR","RAIPUR",JA
"11 TO 11 LIQUOR AND GROCERY","SD RO, NALAPANI CHOWK OPP SUVIDHA","+919719135863","General Trade","SD ROAD","SD ROAD",JA
"SAMPLE CORNITOS","CORNITOS","","General Trade","OTHER","OTHER",JA
"SAMPLE BONNE","","","General Trade","Unassigned","Unassigned",JA
"PANWAR RESTAURANT","MUSSORRIE ROAD, MAGGIE POINT PANNI WALA MOAD","+917017909770","General Trade","MUSSOORIE","MUSSOORIE",JA
"PAKIJA GEN STORE","CHAKATA ROAD, NEAR WINE SHOP OPP KFC","","General Trade","PANDITVARI","PANDITVARI",JA
"RANA BAKERS","DAKRA, OPP UCO BANK GARHI CANTT","+919012553869","General Trade","KAULAGARH","KAULAGARH",JA
"GUPTA ENTERPRISES","RAMADA HOTEL, CHAKRATA ROAD","+919897859776","General Trade","PANDITVARI","PANDITVARI",JA
"BOBBY GENERAL STORE","GARHI CANTT, CANTT DAKRA","+917902009507","General Trade","KAULAGARH","KAULAGARH",JA
"BP EGG AND GENERAL STORE","GARH DAK, GARH DAKRA CANTT ROAD","+919557718744","General Trade","KAULAGARH","KAULAGARH",JA
"GUPTA CAFE","NEAR NATRAJ CINEMA, NATRAJ CINEMA","+919634097213","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"TIKKA TALK","INDRESH HOSPITAL, OPP INDRESH HOSPITAL GATE","+917983731850","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"ASHWAL STORE","NARAYAN VIHAR, NARAYAN VIHAR","","General Trade","KARGI","KARGI",JA
"DOBHAL DAIRY","NARAYAN VIHAR, NARAYAN VIHAR","+919458330231","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"PRAVEEN UNCLE","TAYAL JI","","General Trade","OUTER","OUTER",JA
"SUPER STORE","RAJENDER NAGAR, KAULAGARH ROAD","+919897491520","General Trade","PANDITVARI","PANDITVARI",JA
"LEMON FRESH BAKERS","SD ROAD, BEFORE PACIFIC GOLF STATE","","General Trade","SD ROAD","SD ROAD",JA
"DAILY NEEDS GROCERY","MAJRA, OPP NEGI SWEETS","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"GROWELL PHARMACY","NIRANJANPUR, INDIRA MARG","+918957178740","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"DHYANI GEN STORE","SEWALA KALAN, SEWLA KALAN","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"RAHUL PRO STORE-","RISHI VIHAR, RISHI VIHAR","+917895666768","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"DAILY DELIGHT GROCERY","SAI LOK, NEAR SAI LOK CHOWK DEHRADUN","+918755780254","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RAWAT GEN STORE","SANSKRITI LOK, SANSKRITI LOK COLONY","","General Trade","KARGI","KARGI",JA
"AGD GALLERY","DAKRA, NEAR PERFECT PRICE STORE","+917983756985","General Trade","KAULAGARH","KAULAGARH",JA
"SUPRIT BAKERS","RING ROAD, NEAR JAGDAMBA MEDICAL","+919690685006","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"THE LIQUOR SUPREMO","MATA MANDIR RD, MATA MANDIR ROAD","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SMILE MEDICAL STORE","CHUKKUWALA, CHUKKUWALA","+919927406766","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"OM PRAKASH DINESH KUMAR","PANDITVAR, PANDITVARI","+919412954141","General Trade","PANDITVARI","PANDITVARI",JA
"NEW RAHUL STORE","SD ROAD, SD ROAD","+919837593019","General Trade","SD ROAD","SD ROAD",JA
"JAI MAA CHANDARBANI MEDICAL","ARAGA, NEAR ARAGHAR CHOWK","+919758330394","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SHREE GANESH STORE","ARAGHAR CHOWK, NEAR NEEDS THE STORE, OWNER CONSFUSED WITH HER WRITING","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"ADINATH TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","+919837605566","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GOYAL TRADER","ANMOL MARKET, NEAR ANMOL STORE","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SHIVA BOOK AND STATIONARY","ITBP RD, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ADRIKA STORE","ITBP ROAD, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RAUTHAN GEN STORE","RING ROAD, NEAR JAGDAMBA MEDICAL","+919520225002","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"MAA RENUKA CHEMIST","RING ROAD, NEAR OPP OF VEGA STORE","+919458380266","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"PANDIT JI PAAN BHANDAR","SD ROAD, OPP PRERNA STORE","+917417992255","General Trade","SD ROAD","SD ROAD",JA
"GROCERIA STORES LLP","SD ROAD, NEAR IT PARK","+918218073961","General Trade","SD ROAD","SD ROAD",JA
"ANAND PRO STORE","KANDOLI, KANDOLI","+918171649940","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"FAUZI ELECTRONICS","DAKRA, SK PRO STORE","+919927491859","General Trade","KAULAGARH","KAULAGARH",JA
"PARADISE BAKERS & CONFECTIONARY","SHANTI VIHAR CHOWK","+919808539865","General Trade","RAIPUR","RAIPUR",JA
"ACCENTUS PHARMACEUTICALS","KARGI, BEFORE CHAND CHOWK","+919318018916","General Trade","KARGI","KARGI",JA
"ATHARAVA PHARMACY","BALBIR ROAD, NEAR GREEN GROCERY","+919897662834","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"GEETA ELECTRICALS","06 NO PULIYA, RING ROAD DEHRADUN","+919870770539","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"STAR MEDICAL STORE","SD ROAD, SD ROAD","+919557663382","General Trade","SD ROAD","SD ROAD",JA
"KHAN GEN. STORE","DOON VIHAR, DOON VIHAR","+918077833100","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"VINAY STATIONARY","DAKRA, DAKRA","","General Trade","KAULAGARH","KAULAGARH",JA
"AGGARWAL CONFECTIONARY","GARHI DAKR, NEAR KWALITY GALLERY","+917017515335","General Trade","KAULAGARH","KAULAGARH",JA
"ASHOK ANIL ENTERPRISES (LLP)","SELQ, HEBTERPUR - POANTA SAHIB ROAD","","General Trade","SUVIDHA","SUVIDHA",JA
"MODERN BAKERS","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SHREE SWASTIKA MATRI DAWA","KARGI, NEAR PASHUPATI DEPT","+918923666108","General Trade","KARGI","KARGI",JA
"NEGI MEDICAL","DALANWALA, MOHINI ROAD","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"DHARMENDER PROV STORE","BRHAMPURI, BRHAMPURI CHOWK","+919634300696","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"BHAGWATI SHOPPING SHOP","PATHRIBAGH, PATHRIBAGH","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"GUPTA PROV STORE","PATHRIBAGH, PATHRIBAGH NEAR","+919634818355","General Trade","KARGI","KARGI",JA
"PAYALL GENERAL STORE","KARGI CHOWK, OPP TAAL COMMUNICATION","+919927282247","General Trade","KARGI","KARGI",JA
"AYUSHI GENERAL STORE","LOVELY MARKE, LOVELY MARKET","","General Trade","PANDITVARI","PANDITVARI",JA
"RAJ MEDICAL AGENCY","KANWALI ROAD, KANWALI ROAD","+917830292106","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"JAMNA JI BAKERS","REST CAMP, OPP GOYAL AATA CHAKKI","+917668856566","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SOMJI DAIRY","CHANDAN NAGAR CHOWK, CHANDAN NAGAR CHOWK","+918077388848","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"AMIT PROV STORE","KARGI ROAD, MOTHROWALA","+919627278166","General Trade","KARGI","KARGI",JA
"DEHRAKHAS STORE","DEHRA KHAS, DEHRA KHAS","+918755989347","General Trade","KARGI","KARGI",JA
"ARVIND BOOK HOUSE (BITTU)","NEWCANT, NEW CANTT ROAD, AL)","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"HUMAN CARE MEDICOS","SD ROAD, OPP SHOPPER BAY","","General Trade","SD ROAD","SD ROAD",JA
"GHAI SWEET SHOP","PREMNAGAR, NEAR RAKESH GENERAL STORE","+919412369188","General Trade","PREM NAGAR","PREM NAGAR",JA
"SAI MEDICAL","CHAKRATA ROAD, OPP APPOLA PHARMACY","+919997997607","General Trade","PANDITVARI","PANDITVARI",JA
"BARTHWAL PRO STORE","CHANDARBANI, CHANDARBANI","+919760178349","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"CHAUDHARY GEN STORE","SUBHASH NAGAR, PRADEEP CHAUDHARY","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SANCHI COSMETICS","CHANDAN NAGAR, NEAR HEALTH JUICE CORNER","+917017935954","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"SHRI BALAJI STORE","GOVIND GARH, NEAR SHIVA MEDICOS","+917895263869","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"TOP BAKERS N CONF","MAJRI MAFI, NAWADA ROAD","706073877","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"MUKESH GEN STORE","MAHARANI BAGH, MAHARANI BAGH","+917895167617","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"KRISHNA GENERAL STORE","DHAMAWALA, NEAR ARORA PATANG","+917906471636","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"RAKESH GEN STORE","DHAMAWALA, NEAR ARORA PATANG","+917895888529","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SEHGAL GENERAL STORE","DHAMAWALA, NEAR ARORA PATANG","+919997280879","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"ANNAPURNA CONFECTIONARY","MOTI BAZA, MOTI BAZAR OPP SBI BANK","+918630244526","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"KABIR DAIRY","MACHI BAZAR, MACHHI BAZAR","+919897336899","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"DEEPAK BAKERS","MACHHI BAZAR, NEAR KALIKA MANDIR","+919897223074","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"FAKEER CHAND","SAHARANPUR CHOWK, SAHARANPUR CHOWK","+919319708030","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"NEW P R BOOK DEPOT","DOBHAL CHOWK, NEAR SAJWAN ENTERPRISES","+917060234111","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"AVDESH PROVISION STORE","NAWADA RD, NAWADA ROAD","+919639231300","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"ARTI DAIRY AND PROV STORE","NAWADA, NAWADA ROAD","+918979605519","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"JAY PRAKASH PROV STORE","NAWADA RO, NAWADA ROAD","+919859852001","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"PANTHRI GEN STORE","MAJRI MAFI, MAJRI MAFI MOHKAMPUR","+919634708772","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"SATISH GOYAL STORE","NEHRU COLONY, NEHRU COLONY","+919997734811","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"CHADHA GENERAL STORE","NESHVILLA, NEAR MAHANIDHI ELECTRICAL","+919997124940","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"G-STORE","KANDOLI, NEAR SHIV MANDIR","+919634037325","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"VINAY PROV STORE","KANDOLI, NEAR TRIMURTI GENERAL STORE","+919045057933","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"ARUN GENRAL STORE","KANDOLI, CANAL RAOD","+919536279949","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"CHETNA STORE","CANAL ROAD, OPP BALA SUNDRI MANDIR","+919759072130","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"MAHALAXMI BAKERS","JHAKHAN, NEAR ANJALI DAIRY, JHAKHAN","+919837783976","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"DAUGHTER STATIONARY","MANDAKANI VIH, MANDAKANI VIHAR","","General Trade","SD ROAD","SD ROAD",JA
"R.LAXMI DAIRY","SD ROAD, SD ROAD","+919927081325","General Trade","SD ROAD","SD ROAD",JA
"YASH STAFF","","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"BLUE STAR PAPER PRODUCTS","RJNAGAR, RAJENDER NAGAR","+916399253258","General Trade","PANDITVARI","PANDITVARI",JA
"GARG STATIONARY","RAJENDER NAGAR, NEAR SIDDHI COLLECTION","","General Trade","PANDITVARI","PANDITVARI",JA
"OLD FRIENDS BAKERY","SHIMLA BYPASS, SHIMLA BYPASS CHOWK","+919897268559","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"MITTAL PROV STORE","GMS ROAD, GMS ROAD NEAR SUN PRAK INN CHOWK","+919897584412","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NAMDEV GENERAL STORE","NESHVILLA, NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"VICKY STAFF","","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"ANKIT PROVISION STORE","KARGI CHOWK, NEAR KARGI CHOWK","+919927589695","General Trade","KARGI","KARGI",JA
"DHANIRAM PROVISION STORE","KARGI RD, KARGI ROAD","+919759245691","General Trade","KARGI","KARGI",JA
"SATISH PROV. STORE","KARGI, MOTHROWALA","+919758777387","General Trade","KARGI","KARGI",JA
"UNIYAL GENERAL STORE","KARGI, KARGI","+918283405633","General Trade","KARGI","KARGI",JA
"RAWAT GEN STORE","EKTA VIHAR, EKTA VIHAR","+919559392655","General Trade","SD ROAD","SD ROAD",JA
"RADHIKA MEDICOSE","EKTA VIHAR, EKTA VIHAR","","General Trade","SD ROAD","SD ROAD",JA
"MAHAWAR GENERAL STORE","DAKRA BAZAR, OPP SHYAM GENERAL STORE","+918057532087","General Trade","KAULAGARH","KAULAGARH",JA
"DEV RAWAT","","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"KARTIK GEN STORE","SEWLA KALA, SEWLA KALA","+919761435751","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"MAHAVIR GENERAL STORE","CHANRBAN RD, CHANDRABANI ROAD","+919720160583","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"JEEPA GENERAL STORE","SEWLA KALA, NEAR KARTIK MEDICAL","+919557223322","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"AMAN GENERAL STORE","CHANDRABANI RO, SEWLA KALA","+919897783512","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"HARI OM GENERAL STORE","MATA MANDIR, MATA MANDIR ROAD","+918800568994","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"JOSHI PROV STORE","IT PARK, IT PARK","+918279956123","General Trade","SD ROAD","SD ROAD",JA
"SAI PROVISION STORE","SD ROAD, SD ROAD","+918650967048","General Trade","SD ROAD","SD ROAD",JA
"MOHAN LAL VIRMANI","KARANPUR, KARANPUR","+919520573114","General Trade","KARANPUR","KARANPUR",JA
"SOLANKI STORE","SD ROAD, IT PARK","+918057540055","General Trade","SD ROAD","SD ROAD",JA
"NEGI GEN STORE","DHARAMPUR, DHARAMPUR","+919634628918","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SHARMA GENERAL STORE","RACE COURSE, RACE COURSE CHOWK","+917668766288","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"PUNDIR GENERAL STORE","AJABPUR KALA, NEAR RAILYWAY PHATAK","+918954146481","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"KUSUM GENERAL STORE","AJABPUR KALAN, AJABPUR KALAN FROM HARDIWAR BYPASS, DEHRADUN","+919568196777","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"BRIJ PHARMA SALES","DHARAMPUR, ARAGHAR CHOWK","+919997567809","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"BAJRANGI MEDICAL","KARGI ROAD, NEAR PANT DEPT STORE","+918630879665","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"CHAUHAN MEDICOSE","HARIDWAR ROAD, NEAR LAVANA MALL","+919411713627","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"BADONI GEN STORE","DHARAMPUR, HARIDWAR ROAD","+918760133470","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"OM DEPT. STORE","MAJRI MAFI, MAJRI MAFI NAWADA ROAD","+919634271547","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"MANORI GEN STORE","MOHKAMPUR, NEAR LAVANA MALL","+919412914739","General Trade","HARRAWALA","HARRAWALA",JA
"NEW UNIVERSAL DEPT","RAJEEV NAGAR, RAJEEV NAGAR","+919758937614","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"ARYAN GENERAL STORE","KAMLA PALACE, OPP KAMLA PALACE","+919760325963","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NIHARIKA GENERAL STORE","KAMLA PALA, OPP KAMLA PALACE","+919897425929","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SHREE RADHE RADHE WS","IT PARK, NEAR MAHENDER HEALTH CARE","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"NAMAN PRO STORE","SD ROAD, NEAR SAI PROVISION STORE","+919259675789","General Trade","SD ROAD","SD ROAD",JA
"MAA BHAGWATI STORE","HARRAWALA, NEAR DIKSHA COSMETICS","+918979205785","General Trade","HARRAWALA","HARRAWALA",JA
"MAA BHAGWATI TRADERS","HARRAWALA, HARRAWALA","+919675660755","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"LOKESH GENERAL STORE","MIYAWALA, TUNOWALA ROAD MIYAWALA","+919927725053","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"GARHWAL GEN STORE","MIYAWALA, MIYAWALA","+919760704478","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"KANHA GENERAL STORE","SD ROAD, NEAR PRERNA STORE","","General Trade","SD ROAD","SD ROAD",JA
"KAPOOR DEPARTMENTAL STORE","SD ROAD, KAPOOR MARKET NEAR OM PHAMRACY","+918272006482","General Trade","SD ROAD","SD ROAD",JA
"MAHINDRA DAIRY","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"RICHA STORE","PREMNAGAR, NEAR CARMAN SCHOOL","760159480","General Trade","PREM NAGAR","PREM NAGAR",JA
"LEVEL UP NUTRITION","JOGIWALA, JOGIWALA, SHOP CLOSED FOR ETERNITY","+919759009993","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"NAVEEN NEWS AGENCY","KISHAN NAGAR C, KISHAN NAGAR CHOWK","+919897927935","General Trade","PANDITVARI","PANDITVARI",JA
"LOCMA MART","RISHI VIHAR, RISHI VIHAR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"VANSH DAIRY","SEEMA DWAR, SEEMA DWAR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"BANWARI LAL ATMA RAM","KANWALI ROAD, SAHARANPUR CHOWK","+918077106281","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GUPTA GENERAL STORE","AJABPURKALAN, AJABPUR","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"HIMALAYAN MEDICAL","RAJEEV NAGAR, NEAR NEGI TRADERS","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"SHAGUN GENERAL STORE","LAXMI ROAD, LAXMI ROAD","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"AMIT GENERAL STORE","KARGI, MOTHROWALA ROAD","","General Trade","KARGI","KARGI",JA
